id,work_order_id,invoice_id,description,assigned_contractor,priority,status,vendor_id,start_time,due_date,assigned_at,completed_at,estimated_duration,service_type,notes,contractor_start_location,contractor_end_location,estimated_quantity,unit,special_requirements,anomaly_flag,anomaly_reason,created_at,updated_at,created_by,updated_by,additional_information
ef893b78-48ae-439a-8af5-b4a6fee54bd7,220df8a1-ad0f-4a7f-9f20-ab5b9e665695,5a3be4e1-31ea-4166-ae0a-260218093ac1,Task production hold show cell. International worry take evening never college crime pattern. Population threat necessary those. Finish ready next real man election thousand.,5280593e-e3c0-422b-b9b8-9cb1ba07d2e1,HIGH,COMPLETED,d805696e-176b-405d-9115-27a80ce05d60,2025-04-05T11:12:08,2025-04-07T10:29:04,2025-04-03T20:35:12,2025-04-06T12:43:18,"2 days, 0:00:00",2ebd18c3-203c-4994-994f-b78476f750a5,Face world quality bring claim. Chance main forward. Far can bit across newspaper agree late.,"20.6749215,-78.071556","-24.0969065,69.764143",47.36,loads,Political assume career cup report organization.,True,,2025-04-02T10:30:18,2026-04-15T17:29:01.178228,08a5525d-6176-47aa-a3c6-408127cb2fdb,53241016-d20a-48ec-8d29-c416cc69b531,"{""source"": ""sample_generator"", ""has_photo"": false}"
05ca3026-7155-4768-95af-3e3d56c3706b,d9c2e53d-2b07-4857-a9c8-19e9e63bd395,,"Today sell meet ahead democratic. Right even need type. Inside successful behavior discover wind might deep.
Third impact section arrive they way. Seat two scene look religious step ago civil.",ed31bfb1-7ffb-45b3-ade2-aa7a99c91223,HIGH,IN_PROGRESS,178092bb-6e91-420c-855b-72ec438a5619,2025-10-12T05:58:19,2025-10-19T01:14:09,2025-10-10T19:22:16,,"2 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Song trouble feel note never there pick star. Daughter today majority next.,"25.8051865,161.613857","82.723179,37.597276",87.26,gallons,Teach place quality.,False,That sing draw take seat authority most.,2025-10-10T10:23:16,2026-04-15T17:29:01.178326,026fc359-0827-4039-a082-1a7ff2aa552d,a40cbbae-c985-4e10-9182-b2a64083e23d,"{""source"": ""sample_generator"", ""has_photo"": false}"
126a8c35-7ebb-4c3b-9150-51b2a0d56649,4b2130bb-3bd9-43b0-8871-58975bd08e8d,,"Spring consumer general knowledge wrong. Thus tax move anything want.
Drop glass sort street. Person process among herself remain. Bring draw point.",d5ff65e5-97ef-402b-9d52-954068b688af,HIGH,COMPLETED,caf5c35e-8892-4788-8d42-8a3762392493,2024-06-04T06:15:01,2024-06-08T23:56:34,2024-06-04T00:41:22,2024-06-04T18:07:38,"2 days, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Even draw boy performance suddenly.,"-63.5182265,-156.215546","-51.159521,-111.308913",4.85,visits,Possible husband plant structure would short life attack.,False,Similar enough soldier investment onto.,2024-06-03T17:34:14,2026-04-15T17:29:01.178430,e04752b2-9b8f-4da5-903a-44d8cc176e45,9944273e-6ce0-4802-9806-35b9d9ca2d6e,"{""source"": ""sample_generator"", ""has_photo"": true}"
107f27f7-f206-4932-8a13-4cb0a09dd3ec,9d0f97c4-4794-4c79-b6ad-c796e674a87d,a998a88c-ecb0-4a27-8185-3ab997e3b472,Your necessary statement for now thing. Camera approach whom between. Activity daughter fill try theory important.,b18a312f-bf2c-4e17-954d-d86a03fa9d30,LOW,COMPLETED,78e9db8d-5870-411d-ab09-04a093fad4f2,2026-04-12T09:48:27,2026-04-13T23:26:29,2026-04-11T10:42:10,2026-04-12T23:23:54,"3 days, 0:00:00",ab459ac2-cfb1-401d-98f6-e0f2aac20eef,Executive note partner likely. Create key last room election century city soon.,"85.756771,67.556097","27.1101175,134.214063",93.16,days,Develop the raise.,True,,2026-04-10T05:54:29,2026-04-15T17:29:01.178568,06daac37-2159-4905-9083-19b0ec2d7265,a91be0c2-ff5b-4f9c-a30b-bc196a4627b0,"{""source"": ""sample_generator"", ""has_photo"": true}"
e119254f-7548-4c10-95b8-f342e27cba58,7666ab5f-7308-4935-9a97-fb37f5ea5acc,,Very hold nation daughter control. Whose family executive industry. Page win rock thought kid live plant. Join general full seek near.,d5ff65e5-97ef-402b-9d52-954068b688af,LOW,IN_PROGRESS,caf5c35e-8892-4788-8d42-8a3762392493,2025-03-08T12:15:36,2025-03-14T18:02:51,2025-03-08T09:24:39,,"3 days, 0:00:00",507eccaa-b7aa-4165-ab69-81c8ee2fc66e,Front tax message store huge approach try attorney. Answer case nor near new party long.,"-31.754129,-140.202146","17.0727495,-32.728915",41.18,gallons,Past store against.,True,,2025-03-07T19:36:17,2026-04-15T17:29:01.178670,8bb8b78d-a1ba-46db-942b-8a0ed458c91b,2baea5a3-1526-42cb-a9e8-0233f8745157,"{""source"": ""sample_generator"", ""has_photo"": false}"
0311c3cc-b0e1-4d81-b291-9b119b907359,b5fea156-5293-431d-9da3-f77f853ba56a,,"Reason relate situation kind everyone base. Store member include answer. Discussion imagine compare four.
Others wind back individual. Later that way trouble common hear.",b18a312f-bf2c-4e17-954d-d86a03fa9d30,MEDIUM,IN_PROGRESS,78e9db8d-5870-411d-ab09-04a093fad4f2,2024-06-15T10:28:02,2024-06-18T13:25:02,2024-06-15T06:16:09,,"2 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,White quite everything available ten floor decide. Generation this but happy back.,"-57.3902115,-52.362208","-15.085672,-78.111548",70.76,visits,Loss little attack husband local necessary stay.,False,,2024-06-14T01:29:00,2026-04-15T17:29:01.178767,6aa57180-8bb3-4ac3-bb9d-fbf18c082e5e,291a9498-f480-45f1-b746-602417aeedcf,"{""source"": ""sample_generator"", ""has_photo"": false}"
ec0d2333-04e6-4c4d-8a1b-d7390282067b,5a1c607b-4e1e-4237-89be-7bc5484e9915,,Toward century guy mission model anything top. Happy over impact product. Radio than tonight close paper hair decide can.,b8efde8f-2f84-49a3-b49c-04d2921d59e4,LOW,ASSIGNED,178092bb-6e91-420c-855b-72ec438a5619,,2025-07-07T23:01:22,2025-06-30T12:49:31,,"1 day, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Reduce memory product majority enjoy affect. Indeed author level.,"7.510631,-58.907608","71.6444095,64.421898",21.39,gallons,Role face visit behavior various social consider.,True,Baby picture when whether personal.,2025-06-29T22:52:28,2026-04-15T17:29:01.178875,2e8d7cc4-f9ec-4021-9356-8d73efc40c68,040c7b6e-622a-4c72-bdf3-34faf8f212be,"{""source"": ""sample_generator"", ""has_photo"": false}"
f6ce5483-405c-48a2-aaee-7067263295f5,be578501-d082-4967-8ce2-97626d5ed55d,,"Sport fund large entire energy. Lay even response contain. Feeling moment authority official. Truth long southern white each mind.
Yet determine dream break hour individual low.",124b695e-fed8-4138-ae4d-573dea7123e1,LOW,ASSIGNED,d805696e-176b-405d-9115-27a80ce05d60,,2026-01-12T17:36:58,2026-01-10T09:33:42,,"2 days, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Blue center recognize box affect floor. Need hospital edge.,"-87.543063,-73.729203","-81.504129,19.537497",5.21,loads,Simple drive focus.,True,Image great poor fish friend no example our.,2026-01-10T08:45:46,2026-04-15T17:29:01.178973,3fd3b8c4-92be-4c33-9f04-bf010ab5e497,b29603e8-6eae-45c9-9150-1a6ee92425f4,"{""source"": ""sample_generator"", ""has_photo"": true}"
382148ef-d972-4b30-adc3-35a17fe8c6a5,c4397691-50d4-4e4e-91dc-f629c74bac20,,"By vote take act customer eight house. Reach trip morning forget value senior long.
Her help above career hour role should surface. Enjoy challenge next myself cover might decision.",eaa92bdd-964d-4476-ad19-45d739f9ff6a,HIGH,COMPLETED,caf5c35e-8892-4788-8d42-8a3762392493,2025-10-05T19:27:42,2025-10-08T06:58:38,2025-10-04T02:42:09,2025-10-06T08:36:28,"1 day, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Out then military bank leader personal address. Look idea scientist position indicate.,"78.2189315,-127.350304","-13.682424,-96.154661",46.81,days,Staff seek poor event simply campaign.,False,Position beat free full hard.,2025-10-03T20:45:34,2026-04-15T17:29:01.179078,bc285691-8449-4e1d-bd21-dff76ba31581,fc3fafa5-23de-4063-9925-4954270e4f21,"{""source"": ""sample_generator"", ""has_photo"": true}"
02cff502-3ffc-45d3-8604-a4331902b05f,dad72d59-476c-4c2c-8de5-29b309d6f4f3,,Opportunity common might control music. Four entire region talk side because crime. Only information power exist.,,HIGH,UNASSIGNED,ce9cc217-222b-4e0e-b747-e14c984f3a44,,2024-10-14T00:11:17,,,"1 day, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Military someone home capital goal. State account central recent record. Source morning put by.,,,30.2,visits,Law least meeting picture expert international add.,False,Defense generation institution reason newspaper same economic institution.,2024-10-05T18:16:59,2026-04-15T17:29:01.179185,9af06800-614b-431e-9ce7-a0ca1fd8f052,394e8c0b-ed32-4954-8f83-2e0587817324,"{""source"": ""sample_generator"", ""has_photo"": true}"
a19626c0-0412-4162-8483-2b1fe7df9518,46ed76c9-3995-41a7-9b86-f09bfaa129c1,,"Trial society read why much. Think season skill war for may occur.
Join truth because course my thus. Kind order two music door knowledge early. Great paper idea five Democrat.",d5ff65e5-97ef-402b-9d52-954068b688af,LOW,IN_PROGRESS,caf5c35e-8892-4788-8d42-8a3762392493,2025-03-08T21:13:13,2025-03-10T08:17:44,2025-03-07T10:16:07,,"2 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,High particular born improve catch represent. Car drop TV follow but ago.,"-81.0365525,62.036498","33.255840,73.628622",92.02,loads,Purpose tonight quickly certain third make manage.,False,Girl serve see interest.,2025-03-06T06:45:06,2026-04-15T17:29:01.179280,3acfb27a-10b8-4ba8-a9be-fd1967bcefc9,4ef3d95d-b3be-4068-9781-a27da591ec02,"{""source"": ""sample_generator"", ""has_photo"": true}"
2673fd20-e09c-4498-ba5a-78d23317d0c6,b8f9310f-ae1d-4f39-9557-0f670dcca19d,,"Build spring indicate. Coach who surface service local direction. Everything truth as thought.
Approach stand read collection animal. Main outside sport small.",67cb4669-8d88-437a-ba63-576476ffd044,HIGH,ASSIGNED,d805696e-176b-405d-9115-27a80ce05d60,,2024-07-18T02:27:08,2024-07-11T18:16:53,,"1 day, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Wall land suffer. Seat morning form. Television full knowledge as much scene view.,"-79.6251475,-133.549716","-80.9852815,88.323236",44.34,loads,Against one near small ball.,False,Check phone how five.,2024-07-10T04:51:53,2026-04-15T17:29:01.179429,3ceb1b01-b5c9-4b1f-b3a2-ed9f8e02e68a,fa89fa95-c021-44e5-8016-f6bf0e79a3eb,"{""source"": ""sample_generator"", ""has_photo"": true}"
830eca8f-f055-469a-9357-f68062d5474e,9211c8df-ee72-4ebf-b394-19e365cc3343,,Story almost find idea why. School peace film score. Style bed method court. Guy state heart social rule order.,,MEDIUM,UNASSIGNED,178092bb-6e91-420c-855b-72ec438a5619,,2025-02-09T16:18:52,,,"1 day, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Group six these pattern across represent.,,,76.2,hours,Thank military the respond raise building how news.,True,,2025-02-02T05:16:54,2026-04-15T17:29:01.179503,ddcfad04-587b-4bf1-87b6-17078925132f,05bb8733-e7da-4e75-9e6a-5789cc7cd6ba,"{""source"": ""sample_generator"", ""has_photo"": true}"
02a91e7b-121d-494b-b582-60643d7f0ab9,ce8641a8-0f1f-447e-a005-535b8d97dffa,,Measure say treatment decide now though. Tonight growth crime store first.,5d0301f8-7a74-4fa5-83d5-6bd8c865642c,HIGH,ASSIGNED,897a0086-d907-4a32-8c7a-43b6b40b21c2,,2026-01-20T07:33:46,2026-01-15T11:58:27,,"1 day, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,Challenge both Mr direction deep.,"62.527774,-35.622829","-2.255449,6.247908",90.74,loads,Improve medical away personal to discuss especially job.,False,,2026-01-14T18:23:48,2026-04-15T17:29:01.179580,7dade15d-cfda-4620-be86-5f5f2916b943,970f7e98-7150-4cb3-98e4-188278f4047e,"{""source"": ""sample_generator"", ""has_photo"": false}"
8fca5430-f239-4ded-8780-feca65f74f70,9cd0bdf0-abd2-4d7f-b3d3-0af4d6bfa486,ce47da68-4762-4433-a650-515606b1c7ae,"Best public born season. Feeling even positive method go certainly.
Recently adult reality home move they. Bill three machine oil season discuss wait.",f074a671-cd8d-4ce5-a818-aed97319f760,MEDIUM,COMPLETED,caf5c35e-8892-4788-8d42-8a3762392493,2025-03-09T12:44:53,2025-03-16T08:44:36,2025-03-09T10:37:45,2025-03-13T12:43:38,"1 day, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Energy usually better perform speak. Low night director job thus matter.,"-59.7724065,68.978960","-68.6813895,118.743340",95.63,visits,Street however service owner easy girl.,True,,2025-03-09T08:45:17,2026-04-15T17:29:01.179671,588e7983-e422-4e28-9a05-e9bf73174dbf,8c2b224c-cf96-4762-bf6b-bdfd32d48940,"{""source"": ""sample_generator"", ""has_photo"": true}"
78e34ced-b7f2-459a-8e08-c36a44622a06,ed167e29-aa10-45cd-8263-b4fc0d294fb9,,"Section whether glass hit. Other manage similar to section share. Economy blood down agency media share some.
Apply chair from part. Hour defense blue contain. Season sort everybody several hit.",5d0301f8-7a74-4fa5-83d5-6bd8c865642c,LOW,COMPLETED,897a0086-d907-4a32-8c7a-43b6b40b21c2,2024-12-11T10:14:34,2024-12-16T01:50:56,2024-12-10T11:37:48,2024-12-11T11:35:43,"2 days, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Any night security strategy author. Measure none easy win.,"52.1095225,-62.698618","-75.0123345,-133.985888",55.52,loads,Play education read agent main in arrive.,False,These role I office ball.,2024-12-09T23:09:46,2026-04-15T17:29:01.179789,a8f3e3ce-aa0a-42f9-8231-a7609a6fc964,17e78a26-b55c-4cf1-a224-a10679bf7737,"{""source"": ""sample_generator"", ""has_photo"": true}"
24ebebcd-9a78-4b6b-8874-3020befa2c6d,91b9aa9e-df25-413e-b86b-95b3bef75a38,8de9b7ac-8703-47e8-a457-08a37d9fa0c1,"Per lose food thank. Measure life evidence fill. Call speak edge well return suddenly rest.
Candidate method every consider. Cold us water action right southern player.",fa02fa72-d1e8-4fb3-9bf8-bb8216cfbab6,LOW,COMPLETED,f7ac28b3-844f-4372-be52-2862c8b0ac65,2024-10-05T19:29:51,2024-10-06T21:56:57,2024-10-05T09:31:00,2024-10-06T15:07:50,"2 days, 0:00:00",ee330a45-b514-43af-bcb0-afe32d8121c2,Example concern west thus treat ago. Morning against size various class something perform attorney.,"41.3505375,-130.364159","56.8090125,-154.564415",5.77,visits,Health spring ask sound.,False,Test require mission condition so ago too.,2024-10-04T23:09:35,2026-04-15T17:29:01.179883,5b27b1ff-9462-493d-8e27-d387fecc444c,ed45e536-25a6-4fa2-bbac-9d46485477a0,"{""source"": ""sample_generator"", ""has_photo"": false}"
30c96b78-ddf8-427d-bb2a-7fe50ca7ba7d,2000ee95-593d-4146-bfd9-46f78080c1ae,,Mr player class fear. Industry technology son black personal decide. Man suggest newspaper.,,LOW,UNASSIGNED,d5929e5c-8363-44c7-b9d1-60687a92adac,,2025-09-26T18:02:09,,,"1 day, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Easy ago politics maintain same relate similar.,,,21.12,days,Reach claim study learn.,True,Here must admit with Congress attorney choice.,2025-09-21T16:21:58,2026-04-15T17:29:01.179936,c0364dc8-da43-4e8a-ac1c-eb4f0af7d7f4,8bf9e0c1-fd68-4c3b-a3fd-b98fc458f852,"{""source"": ""sample_generator"", ""has_photo"": false}"
3be763f7-7419-4c57-b0d1-4689302694a4,04ce9333-ad73-4e71-956b-8ac2495d48bc,,Site music born school street scientist create. Property themselves hand total. Person beautiful some hit ok next.,,LOW,UNASSIGNED,178092bb-6e91-420c-855b-72ec438a5619,,2026-04-12T12:01:28,,,"2 days, 0:00:00",abc4016f-493c-45df-83fe-0d5103a0c509,Rock soldier yet fast TV. Economy nor reflect worker.,,,4.11,gallons,True yard course sit.,False,Property movie several.,2026-04-10T20:29:26,2026-04-15T17:29:01.180001,352fda53-12dd-478b-99cc-8a6865bfeb5b,97a4bd10-0607-47a8-b893-db3267e4ec79,"{""source"": ""sample_generator"", ""has_photo"": false}"
9ba15f54-5bfe-46dc-893a-fc6f9bb6a1cf,53398ba3-bbd1-4496-8e1d-9a79c00a0808,,"Which professor set task step magazine hotel kitchen. Fill condition always. Exactly free mission approach respond.
Religious candidate travel. Certain employee possible. Teach lot Mrs measure.",,LOW,UNASSIGNED,ce9cc217-222b-4e0e-b747-e14c984f3a44,,2025-01-07T09:50:09,,,"2 days, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Meet want site benefit. Cut reveal market whom.,,,30.69,days,However single happy where question full.,True,Decide agree boy positive nearly.,2024-12-30T09:39:13,2026-04-15T17:29:01.180086,e15b85ae-977a-4b92-b5cd-b7ccc86622bd,7640b8a5-cdd6-41f5-aa7a-bbfec518c06c,"{""source"": ""sample_generator"", ""has_photo"": false}"
b7c389e3-e2a9-4a50-8f50-a17fa73161e6,61ef40dd-acc4-4a5a-8ae7-445a0ce6dabf,,Arrive sell wait central say. Just moment final different past example ready. White summer care draw building mouth establish.,5541d159-301f-4231-af17-0f572ac5ecc6,MEDIUM,IN_PROGRESS,caf5c35e-8892-4788-8d42-8a3762392493,2024-08-25T02:15:57,2024-08-26T14:36:09,2024-08-23T18:31:22,,"3 days, 0:00:00",a27b5d70-5627-4402-94de-ac4074a7728f,"In ago least ground security.
Service year in final current best. Religious catch recently.","26.340976,69.596505","55.343612,97.436829",35.26,gallons,We unit skin film.,False,,2024-08-23T00:50:21,2026-04-15T17:29:01.180194,fd1ed540-4251-41e3-a4af-744d767386bf,d26dffb1-acd7-4ae4-9484-ad2da4651009,"{""source"": ""sample_generator"", ""has_photo"": true}"
3784d448-e30f-4749-94ff-d557e9dd1aaf,eb2366f0-0028-4d14-8599-a816e2b4ac5d,,"Kitchen beautiful event. Nearly economy listen. Red these short girl company rather.
Mouth could PM six. Station south style place dream billion total. Poor cost art I along watch.",eaa92bdd-964d-4476-ad19-45d739f9ff6a,HIGH,ASSIGNED,caf5c35e-8892-4788-8d42-8a3762392493,,2024-09-14T10:23:51,2024-09-10T22:43:18,,"1 day, 0:00:00",52c0ef2d-6ce8-4220-9de1-d251925fbd03,Shoulder place budget cell spring would relate. Themselves newspaper bad loss cause present speech.,"-43.774829,144.760359","-9.5478575,-56.590791",6.87,visits,Middle peace say significant.,True,Improve shoulder two.,2024-09-10T15:40:44,2026-04-15T17:29:01.180315,43453799-e011-4009-a721-de7f5c31f378,b1ecdd58-330f-44b2-955f-b267d2c4a5e1,"{""source"": ""sample_generator"", ""has_photo"": false}"
